cid,rhealth,raceth,fem,pfem,sprhealth,marstrain,simx,simy,marhappy
738,Good,nh-white,1,0,2,-.75,16.956734,4.9470019,.75
738,Fair,nh-white,0,1,3,-2,13.964889,1.9189951,2
740,Fair,nh-other,1,0,3,-1.75,16.156832,1.7491214,1.75
740,Good,nh-white,0,1,2,-.25,16.238605,2.2392566,.25
742,Good,nh-white,1,0,4,-1.25,17.086708,6.0689616,1.25
742,Very Good,nh-white,0,1,3,-1.25,20.378983,4.5388694,1.25
744,Very Good,nh-white,1,0,3,-2,20.55423,2.855407,2
744,Good,nh-white,0,1,4,-1.75,15.266556,2.6282358,1.75
745,Very Good,nh-white,1,1,4,-2,20.452118,5.0113249,2
745,Very Good,nh-white,1,1,4,0,19.941923,4.986855,0
746,Fair,nh-white,1,0,1,-1.75,13.66494,5.7253246,1.75
746,Poor,nh-white,0,1,2,-1.75,14.802126,-.59768099,1.75
747,Very Good,nh-white,1,1,4,-2,21.763456,4.1321239,2
747,Very Good,nh-white,1,1,4,-1.75,20.653988,4.7933822,1.75
748,Good,nh-white,1,0,3,-1.5,16.495155,2.6555476,1.5
748,Good,nh-white,0,1,3,-1,16.657776,3.7922554,1
749,Good,nh-white,1,0,3,-2,18.19062,3.1295695,2
749,Good,nh-black,0,1,3,-1.25,18.712391,3.6139882,1.25
750,Very Good,nh-white,1,1,3,-2,19.384119,4.4894853,2
750,Good,nh-white,1,1,4,-.75,18.969265,5.4134903,.75
751,Good,hispanic,1,0,4,-1.75,17.388735,4.4654388,1.75
751,Very Good,nh-white,0,1,3,0,20.591944,2.5583613,0
752,Good,nh-white,1,0,3,-1.5,16.863106,2.3256388,1.5
752,Good,nh-white,0,1,3,-.25,17.55979,5.1653371,.25
753,Excellent,nh-white,0,0,4,-1,21.647345,4.8611975,1
753,Very Good,nh-white,0,0,5,-1.75,21.438097,3.2266309,1.75
754,Very Good,nh-black,1,0,5,-2,19.735554,3.5295861,2
754,Excellent,nh-white,0,1,4,-1.25,23.866327,5.7841783,1.25
755,Good,nh-white,0,1,5,-.75,17.956968,3.0550613,.75
755,Excellent,nh-white,1,0,3,-2,22.689678,5.5708399,2
756,Very Good,nh-white,1,0,3,-.5,19.592415,2.1690087,.5
756,Good,nh-white,0,1,4,0,16.695297,.99558246,0
760,Good,nh-white,1,0,3,-.75,16.475931,2.2050457,.75
760,Good,nh-white,0,1,3,-1,18.433485,1.6760101,1
765,Excellent,nh-white,1,0,3,-.75,24.093781,4.9515929,.75
765,Good,nh-white,0,1,5,-1,15.763753,6.5087461,1
766,Very Good,nh-white,0,0,3,-1,17.760584,5.691308,1
766,Good,nh-white,0,0,4,-1.5,16.554693,2.6325574,1.5
767,Very Good,hispanic,1,0,4,0,21.47822,3.2890584,0
767,Very Good,nh-white,0,1,4,-1.5,18.354321,3.8694866,1.5
768,Very Good,nh-white,1,1,1,-1.75,20.565348,4.4340448,1.75
768,Poor,nh-white,1,1,4,-1.75,10.009279,1.74386,1.75
769,Very Good,nh-white,0,0,5,.5,19.920706,6.2295537,-.5
769,Excellent,hispanic,0,0,4,-1,19.859451,4.1271744,1
770,Very Good,nh-black,0,1,4,-1.5,21.743801,3.511728,1.5
770,Very Good,nh-white,1,0,4,-1.25,22.819838,2.8316245,1.25
771,Very Good,nh-mixed,0,0,3,-2,19.001257,3.2920725,2
771,Good,nh-white,0,0,4,-1.5,19.566643,4.7659469,1.5
772,Excellent,nh-white,0,0,5,-1.75,23.864388,6.7068248,1.75
772,Excellent,nh-white,0,0,5,-1.75,21.189539,7.1148906,1.75
773,Good,nh-asian,0,1,1,-.5,17.335043,1.7462246,.5
773,Poor,nh-asian,1,0,3,0,14.35214,2.2654364,0
774,Very Good,nh-white,1,0,3,-1,21.844231,4.4519253,1
774,Good,nh-asian,0,1,4,-.75,17.515236,2.8751187,.75
776,Good,nh-white,1,1,2,-1.25,17.748619,2.7356815,1.25
776,Fair,nh-white,1,1,3,-1.5,15.387153,1.9953206,1.5
777,Very Good,nh-asian,1,0,2,-1.5,18.61729,4.2698388,1.5
777,Fair,nh-white,0,1,4,-1,16.096581,.075670615,1
